name,coin,url,commits,contributors
1. Insolar,INS,https://github.com/insolar/insolar/graphs/commit-activity,"9,482",24 contributors
2. 0x,ZRX,https://github.com/0xProject/0x.js/graphs/commit-activity,"7,121",55 contributors
3. Holo,HOT,https://github.com/holochain/holochain-rust/graphs/commit-activity,"6,458",28 contributors
4. aelf,ELF,https://github.com/aelfProject/AElf/graphs/commit-activity,"5,433",26 contributors
5. RChain,RHOC,https://github.com/rchain/rchain/graphs/commit-activity,"5,173",49 contributors
6. TRON,TRX,https://github.com/tronprotocol/java-tron/graphs/commit-activity,"4,747",76 contributors
7. TrueChain,TRUE,https://github.com/truechain/truechain-engineering-code/graphs/commit-activity,"4,575",33 contributors
8. Zeusshield,ZSC,https://github.com/zeus-shield/zsc/graphs/commit-activity,"4,451",7 contributors
9. Zilliqa,ZIL,https://github.com/Zilliqa/Zilliqa/graphs/commit-activity,"4,351",35 contributors
10. Beam,BEAM,https://github.com/BeamMW/beam/graphs/commit-activity,"3,903",12 contributors
11. EOS,EOS,https://github.com/eosio/eos/graphs/commit-activity,"3,827",+100 contributors
12. Raiden Network Token,RDN,https://github.com/raiden-network/raiden/graphs/commit-activity,"3,440",67 contributors
13. Loki,LOKI,https://github.com/loki-project/loki-messenger-iOS/graphs/commit-activity,"3,377",75 contributors
14. Lisk,LSK,https://github.com/LiskHQ/lisk/graphs/commit-activity,"3,354",46 contributors
15. NULS,NULS,https://github.com/nuls-io/nuls/graphs/commit-activity,"3,282",12 contributors
16. Ren,REN,https://github.com/republicprotocol/republic-go/graphs/commit-activity,"2,731",7 contributors
17. Waves,WAVES,https://github.com/wavesplatform/Waves/graphs/commit-activity,"2,681",42 contributors
18. Ark,ARK,https://github.com/arkecosystem/core/graphs/commit-activity,"2,663",32 contributors
19. Skycoin,SKY,https://github.com/skycoin/skycoin/graphs/commit-activity,"2,451",56 contributors
20. Chainlink,LINK,https://github.com/smartcontractkit/chainlink/graphs/commit-activity,"2,343",22 contributors
21. Aion,AION,https://github.com/aionnetwork/aion/graphs/commit-activity,"2,274",36 contributors
22. Cardano,ADA,https://github.com/input-output-hk/cardano-sl/graphs/commit-activity,"2,159",91 contributors
23. Particl,PART,https://github.com/particl/particl-core/graphs/commit-activity,"2,109",+100 contributors
24. Ergo,EFYT,https://github.com/ergoplatform/ergo/graphs/commit-activity,"2,003",16 contributors
25. PARETO Rewards,PARETO,https://github.com/ParetoNetwork/ParetoDevelopmentActivityRelay/graphs/commit-activity,"1,976",3 contributors
26. Aeternity,AE,https://github.com/aeternity/epoch/graphs/commit-activity,"1,843",34 contributors
27. Bitcoin,BTC,https://github.com/bitcoin/bitcoin/graphs/commit-activity,"1,828",+100 contributors
28. Status,SNT,https://github.com/status-im/status-react/graphs/commit-activity,"1,783",+100 contributors
29. Golem,GNT,https://github.com/golemfactory/golem/graphs/commit-activity,"1,764",44 contributors
30. Stratis,STRAT,https://github.com/stratisproject/StratisBitcoinFullNode/graphs/commit-activity,"1,703",60 contributors
31. LikeCoin,LIKE,/graphs/commit-activity,"1,671",8 contributors
32. Semux,SEM,https://github.com/semuxproject/semux/graphs/commit-activity,"1,667",9 contributors
33. ProChain,PRA,https://github.com/prochain/eos/graphs/commit-activity,"1,652",+100 contributors
34. Ether-1,ETHO,https://github.com/Ether1Project/ETHOMask/graphs/commit-activity,"1,647",+100 contributors
35. Genesis Vision,GVT,https://github.com/GenesisVision/core/graphs/commit-activity,"1,511",9 contributors
36. YGGDRASH,YEED,https://github.com/yggdrash/yggdrash/graphs/commit-activity,"1,487",10 contributors
37. OriginTrail,TRAC,/graphs/commit-activity,"1,455",13 contributors
38. GlobalToken,GLT,https://github.com/globaltoken/globaltoken/graphs/commit-activity,"1,431",+100 contributors
39. Gulden,NLG,https://github.com/Gulden/gulden-official/graphs/commit-activity,"1,340",+100 contributors
40. Zeon,ZEON,https://github.com/ZeonNetwork/tokens/graphs/commit-activity,"1,330",+100 contributors
41. Storj,STORJ,https://github.com/Storj/storj/graphs/commit-activity,"1,239",34 contributors
42. LUXCoin,LUX,https://github.com/LUX-Core/lux/graphs/commit-activity,"1,233",27 contributors
43. Bottos,BTO,https://github.com/Bottos-project/bottos/graphs/commit-activity,"1,219",14 contributors
44. WOLLO,WLO,https://github.com/pigzbe/pigzbe-app/graphs/commit-activity,"1,181",5 contributors
45. Mysterium,MYST,https://github.com/MysteriumNetwork/node/graphs/commit-activity,"1,177",16 contributors
46. Qtum,QTUM,https://github.com/qtumproject/qtum/graphs/commit-activity,"1,130",+100 contributors
47. Groestlcoin,GRS,https://github.com/Groestlcoin/groestlcoin/graphs/commit-activity,"1,101",+100 contributors
48. Monero,XMR,https://github.com/monero-project/monero/graphs/commit-activity,"1,100",+100 contributors
49. Nebulas,NAS,https://github.com/nebulasio/go-nebulas/graphs/commit-activity,"1,095",32 contributors
50. SONM,SNM,https://github.com/sonm-io/core/graphs/commit-activity,"1,090",18 contributors
51. Grin,GRIN,https://github.com/mimblewimble/grin/graphs/commit-activity,"1,082",+100 contributors
52. Micromines,MICRO,https://github.com/micromines/token-profile/graphs/commit-activity,"1,068",+100 contributors
53. Ethereum,ETH,https://github.com/ethereum/go-ethereum/graphs/commit-activity,"1,067",+100 contributors
54. BetterBetting,BETR,/graphs/commit-activity,"1,065",+100 contributors
55. FundRequest,FND,/graphs/commit-activity,"1,062",10 contributors
56. Syscoin,SYS,https://github.com/syscoin/syscoin2/graphs/commit-activity,"1,049",+100 contributors
57. NIX,NIX,/graphs/commit-activity,"1,025",+100 contributors
58. CrypticCoin,CRYP,https://github.com/crypticcoinvip/CrypticCoin/graphs/commit-activity,"1,024",+100 contributors
59. eXPerience Chain,XPC,https://github.com/xpc-wg/xpchain/graphs/commit-activity,"1,007",
60. Komodo,KMD,https://github.com/jl777/SuperNET/graphs/commit-activity,"1,000",41 contributors
61. Ulord,UT,https://github.com/UlordChain/UlordChain/graphs/commit-activity,993,13 contributors
62. Bitcoin Cash,BCH,https://github.com/Bitcoin-ABC/bitcoin-abc/graphs/commit-activity,984,+100 contributors
63. Nano,NANO,https://github.com/nanocurrency/nano-node/graphs/commit-activity,961,53 contributors
64. Feathercoin,FTC,https://github.com/FeatherCoin/Feathercoin/graphs/commit-activity,951,+100 contributors
65. POA Network,POA,/graphs/commit-activity,944,13 contributors
66. BitShares,BTS,https://github.com/bitshares/bitshares-core/graphs/commit-activity,943,50 contributors
67. Factom,FCT,https://github.com/FactomProject/factomd/graphs/commit-activity,922,56 contributors
68. AdShares,ADS,https://github.com/adshares/adserver/graphs/commit-activity,880,7 contributors
69. Bitcoin Diamond,BCD,https://github.com/eveybcd/BitcoinDiamond/graphs/commit-activity,874,+100 contributors
70. Kyber Network,KNC,https://github.com/kybernetwork/KyberWallet/graphs/commit-activity,873,13 contributors
71. Selfkey,KEY,https://github.com/SelfKeyFoundation/Identity-Wallet/graphs/commit-activity,873,15 contributors
72. Universa,UTNP,https://github.com/UniversaBlockchain/universa/graphs/commit-activity,840,11 contributors
73. Ontology,ONT,https://github.com/ontio/ontology/graphs/commit-activity,832,48 contributors
74. DigiByte,DGB,https://github.com/digibyte/digibyte/graphs/commit-activity,829,+100 contributors
75. NavCoin,NAV,https://github.com/NAVCoin/navcoin-core/graphs/commit-activity,823,17 contributors
76. Rocket Pool,RPL,https://github.com/rocket-pool/rocketpool/graphs/commit-activity,809,7 contributors
77. Litecoin,LTC,https://github.com/litecoin-project/litecoin/graphs/commit-activity,807,+100 contributors
78. FujiCoin,FJC,https://github.com/fujicoin/fujicoin/graphs/commit-activity,800,+100 contributors
79. Ether Zero,ETZ,/graphs/commit-activity,798,+100 contributors
80. Absolute,ABS,https://github.com/absolute-community/absolute/graphs/commit-activity,797,+100 contributors
81. Olympus Labs,MOT,https://github.com/Olympus-Labs/Hora/graphs/commit-activity,795,8 contributors
82. Sentinel,SENT,https://github.com/sentinel-official/sentinel/graphs/commit-activity,791,15 contributors
83. TurtleCoin,TRTL,https://github.com/turtlecoin/turtlecoin/graphs/commit-activity,791,49 contributors
84. VeThor Token,VTHO,https://github.com/vechain/thor/graphs/commit-activity,776,11 contributors
85. CoinFi,COFI,/graphs/commit-activity,772,12 contributors
86. Monero Classic,XMC,/graphs/commit-activity,763,+100 contributors
87. Genaro Network,GNX,https://github.com/GenaroNetwork/GenaroCore/graphs/commit-activity,757,15 contributors
88. Rise,RISE,https://github.com/RiseVision/rise-node/graphs/commit-activity,743,31 contributors
89. Bytom,BTM,https://github.com/Bytom/bytom/graphs/commit-activity,737,27 contributors
90. Distributed Credit Chain,DCC,https://github.com/DistributedBanking/DCC/graphs/commit-activity,737,14 contributors
91. Scorum Coins,SCR,https://github.com/Scorum/Scorum/graphs/commit-activity,727,40 contributors
92. Neblio,NEBL,https://github.com/NeblioTeam/neblio/graphs/commit-activity,722,11 contributors
93. Steem,STEEM,https://github.com/steemit/steem/graphs/commit-activity,707,61 contributors
94. Steem Dollars,SBD,https://github.com/steemit/steem/graphs/commit-activity,707,61 contributors
95. IoTeX,IOTX,/graphs/commit-activity,702,19 contributors
96. Trinity Network Credit,TNC,/graphs/commit-activity,694,6 contributors
97. Zcash,ZEC,https://github.com/zcash/zcash/graphs/commit-activity,670,+100 contributors
98. Pascal Coin,PASC,https://github.com/PascalCoin/PascalCoin/graphs/commit-activity,664,10 contributors
99. Spectrecoin,XSPEC,https://github.com/spectrecoin/spectre/graphs/commit-activity,661,9 contributors
100. uPlexa,UPX,https://github.com/uPlexa/uplexa/graphs/commit-activity,650,+100 contributors
101. DasCoin,DASC,/graphs/commit-activity,622,20 contributors
102. VoteCoin,VOT,https://github.com/Tomas-M/VoteCoin/graphs/commit-activity,608,+100 contributors
103. Linda,LINDA,https://github.com/TheLindaProjectInc/Linda/graphs/commit-activity,600,5 contributors
104. Stakenet,XSN,https://github.com/X9Developers/XSN/graphs/commit-activity,596,+100 contributors
105. Siacoin,SC,https://github.com/NebulousLabs/Sia/graphs/commit-activity,593,50 contributors
106. Golos,GOLOS,https://github.com/GolosChain/golos/graphs/commit-activity,578,37 contributors
107. Aphelion,APH,/graphs/commit-activity,575,8 contributors
108. sUSD,SUSD,https://github.com/Havven/havven/graphs/commit-activity,544,12 contributors
109. Syndicate,SYNX,https://github.com/SyndicateLtd/SyndicateQT/graphs/commit-activity,541,+100 contributors
110. POPCHAIN,PCH,/graphs/commit-activity,520,14 contributors
111. Binance Coin,BNB,https://github.com/bnb2dev//graphs/commit-activity,516,+100 contributors
112. Quantum Resistant Ledger,QRL,https://github.com/theQRL/QRL/graphs/commit-activity,512,27 contributors
113. Apollo Currency,APL,/graphs/commit-activity,505,8 contributors
114. ION,ION,https://github.com/ionomy/ion/graphs/commit-activity,504,23 contributors
115. IOTA,MIOTA,https://github.com/iotaledger/iri/graphs/commit-activity,496,46 contributors
116. Dash,DASH,https://github.com/dashpay/dash/graphs/commit-activity,494,+100 contributors
117. Litecoin Cash,LCC,/graphs/commit-activity,492,+100 contributors
118. Amoveo,VEO,https://github.com/zack-bitcoin/amoveo/graphs/commit-activity,490,47 contributors
119. Loopring [NEO],LRN,/graphs/commit-activity,486,12 contributors
120. NKN,NKN,/graphs/commit-activity,480,26 contributors
121. Ravencoin,RVN,https://github.com/RavenProject/Ravencoin/graphs/commit-activity,464,+100 contributors
122. DAOstack,GEN,/graphs/commit-activity,457,21 contributors
123. Asch,XAS,https://github.com/AschPlatform/asch/graphs/commit-activity,456,15 contributors
124. Stellar,XLM,https://github.com/stellar/stellar-core/graphs/commit-activity,453,54 contributors
125. Bridge Protocol,TOLL,/graphs/commit-activity,447,46 contributors
126. ThingsOperatingSystem,TOS,https://github.com/TOSIO/tos/graphs/commit-activity,445,33 contributors
127. Bulwark,BWK,https://github.com/bulwark-crypto/Bulwark/graphs/commit-activity,437,17 contributors
128. Own,CHX,/graphs/commit-activity,417,7 contributors
129. Decred,DCR,https://github.com/decred/dcrd/graphs/commit-activity,416,98 contributors
130. Rupaya,RUPX,https://github.com/rupaya-project/rupx/graphs/commit-activity,410,+100 contributors
131. Zcoin,XZC,https://github.com/zcoinofficial/zcoin/graphs/commit-activity,406,29 contributors
132. Burst,BURST,https://github.com/PoC-Consortium/burstcoin/graphs/commit-activity,405,37 contributors
133. PIVX,PIVX,https://github.com/PIVX-Project/PIVX/graphs/commit-activity,397,+100 contributors
134. VITE,VITE,/graphs/commit-activity,389,7 contributors
135. iExec RLC,RLC,https://github.com/iExecBlockchainComputing/xtremweb-hep/graphs/commit-activity,382,6 contributors
136. Basic Attention Token,BAT,https://github.com/brave/browser-laptop/graphs/commit-activity,375,+100 contributors
137. Pirl,PIRL,https://github.com/pirl/pirl/graphs/commit-activity,373,6 contributors
138. Nexus,NXS,https://github.com/Nexusoft/Nexus/graphs/commit-activity,365,17 contributors
139. Phore,PHR,https://github.com/phoreproject/Phore/graphs/commit-activity,361,+100 contributors
140. NEXT,NET,https://github.com/nimiq-network/core/graphs/commit-activity,358,34 contributors
141. DarexTravel,DART,https://github.com/DarexTravel/MyCrypto/graphs/commit-activity,356,52 contributors
142. Aeon,AEON,https://github.com/aeonix/aeon/graphs/commit-activity,351,+100 contributors
143. Iconic,ICON,https://github.com/icon-project/loopchain/graphs/commit-activity,346,10 contributors
144. Wagerr,WGR,https://github.com/wagerr/wagerr/graphs/commit-activity,341,14 contributors
145. Graft,GRFT,/graphs/commit-activity,338,+100 contributors
146. Excaliburcoin,EXC,/graphs/commit-activity,335,4 contributors
147. TrustNote,TTT,/graphs/commit-activity,334,3 contributors
148. Ethereum Classic,ETC,https://github.com/ethereumproject/go-ethereum/graphs/commit-activity,334,98 contributors
149. Blocknet,BLOCK,https://github.com/BlocknetDX/BlockDX/graphs/commit-activity,328,+100 contributors
150. Global Social Chain,GSC,/graphs/commit-activity,325,4 contributors
151. Polis,POLIS,https://github.com/polispay/polis/graphs/commit-activity,321,+100 contributors
152. Request,REQ,https://github.com/RequestNetwork/requestNetwork.js/graphs/commit-activity,315,13 contributors
153. Bitcoin SV,BSV,https://github.com/bitcoin-sv/bitcoin-sv/graphs/commit-activity,309,+100 contributors
154. MyBit,MYB,/graphs/commit-activity,296,6 contributors
155. Bitmark,BTM2,https://github.com/project-bitmark/bitmark/graphs/commit-activity,295,10 contributors
156. Emercoin,EMC,https://github.com/emercoin/emercoin/graphs/commit-activity,290,+100 contributors
157. X-CASH,XCASH,https://github.com/X-CASH-official/X-CASH/graphs/commit-activity,288,+100 contributors
158. Bancor,BNT,https://github.com/bancorprotocol/contracts/graphs/commit-activity,287,14 contributors
159. DeepOnion,ONION,https://github.com/deeponion/deeponion/graphs/commit-activity,281,28 contributors
160. ACChain,ACC2,https://github.com/adcoin-project/AdCoin/graphs/commit-activity,274,+100 contributors
161. Substratum,SUB,https://github.com/SubstratumNetwork/SubstratumNode/graphs/commit-activity,269,10 contributors
162. Colu Local Network,CLN,/graphs/commit-activity,268,6 contributors
163. Bluzelle,BLZ,https://github.com/bluzelle/bluzelle/graphs/commit-activity,262,12 contributors
164. Karbo,KRB,/graphs/commit-activity,261,14 contributors
165. GridCoin,GRC,https://github.com/gridcoin/Gridcoin-Research/graphs/commit-activity,247,45 contributors
166. Nexty,NTY,/graphs/commit-activity,244,4 contributors
167. BiblePay,BBP,https://github.com/biblepay/biblepay/graphs/commit-activity,241,9 contributors
168. Crown,CRW,https://github.com/Crowndev/crowncoin/graphs/commit-activity,236,+100 contributors
169. Neutron,NTRN,https://github.com/neutroncoin/neutron/graphs/commit-activity,235,7 contributors
170. Litecoin Plus,LCP,https://github.com/Crypto-Currency/litecoinplus/graphs/commit-activity,235,2 contributors
171. VeriSafe,VSF,https://github.com/VeriSafe/openzeppelin-solidity/graphs/commit-activity,235,+100 contributors
172. ColossusXT,COLX,https://github.com/ColossusCoinXT/ColossusCoinXT/graphs/commit-activity,230,+100 contributors
173. Boolberry,BBR,/graphs/commit-activity,228,13 contributors
174. XRP,XRP,https://github.com/ripple/rippled/graphs/commit-activity,225,66 contributors
175. Nerva,XNV,https://github.com/angrywasp/nerva/graphs/commit-activity,219,2 contributors
176. SmartMesh,SMT,https://github.com/SmartMeshFoundation/SMChain/graphs/commit-activity,211,8 contributors
177. HyperCash,HC,https://github.com/HcashOrg/hcd/graphs/commit-activity,206,12 contributors
178. SIBCoin,SIB,https://github.com/ivansib/sibcoin/graphs/commit-activity,202,+100 contributors
179. Chronobank,TIME,https://github.com/ChronoBank/SmartContracts/graphs/commit-activity,197,13 contributors
180. PACcoin,$PAC,/graphs/commit-activity,197,+100 contributors
181. SpeedCash,SCS,/graphs/commit-activity,193,3 contributors
182. Lendingblock,LND,/graphs/commit-activity,188,6 contributors
183. doc.com Token,MTC,/graphs/commit-activity,186,4 contributors
184. Cloudbric,CLB,https://github.com/Cloudbric-Project/ethereum-lists/graphs/commit-activity,185,+100 contributors
185. Cryptaur,CPT,/graphs/commit-activity,185,6 contributors
186. NEO,NEO,https://github.com/neo-project/neo/graphs/commit-activity,184,30 contributors
187. Ignition,IC,/graphs/commit-activity,183,10 contributors
188. Augur,REP,https://github.com/AugurProject/augur-core/graphs/commit-activity,180,26 contributors
189. NoLimitCoin,NLC2,https://github.com/NoLimitCoin/Nolimitcoin-Core/graphs/commit-activity,179,7 contributors
190. Aragon,ANT,https://github.com/aragon/aragonOS/graphs/commit-activity,179,23 contributors
191. Safe Exchange Coin,SAFEX,https://github.com/safex/node-xmrig/graphs/commit-activity,171,13 contributors
192. VIT,VIT,/graphs/commit-activity,171,5 contributors
193. QLC Chain,QLC,https://github.com/qlinkdev/qlink/graphs/commit-activity,166,8 contributors
194. Neumark,NEU,https://github.com/Neufund/TypeChain/graphs/commit-activity,164,14 contributors
195. FantasyGold,FGC,https://github.com/FantasyGold/FantasyGold-Core/graphs/commit-activity,153,2 contributors
196. Apollon,XAP,https://github.com/apollondeveloper/ApollonCore/graphs/commit-activity,153,+100 contributors
197. Loopring,LRC,https://github.com/loopring/protocol/graphs/commit-activity,152,12 contributors
198. United Bitcoin,UBTC,https://github.com/UnitedBitcoin/UnitedBitcoin/graphs/commit-activity,151,+100 contributors
199. Stellite,XTL,/graphs/commit-activity,150,5 contributors
200. Anoncoin,ANC,https://github.com/Anoncoin/anoncoin/graphs/commit-activity,148,+100 contributors
201. PWR Coin,PWR,/graphs/commit-activity,147,3 contributors
202. Help The Homeless Coin,HTH,https://github.com/HTHcoin/HTH/graphs/commit-activity,147,10 contributors
203. SPINDLE,SPD,/graphs/commit-activity,147,8 contributors
204. Ryo Currency,RYO,/graphs/commit-activity,143,8 contributors
205. Bitcoin Green,BITG,/graphs/commit-activity,141,5 contributors
206. B3Coin,KB3,/graphs/commit-activity,138,6 contributors
207. Myriad,XMY,https://github.com/myriadteam/myriadcoin/graphs/commit-activity,135,+100 contributors
208. Terracoin,TRC,https://github.com/terracoin/terracoin/graphs/commit-activity,135,+100 contributors
209. Digitalcoin,DGC,https://github.com/lomtax/digitalcoin/graphs/commit-activity,133,+100 contributors
210. Matryx,MTX,https://github.com/matryx/calcflow/graphs/commit-activity,127,7 contributors
211. OneLedger,OLT,/graphs/commit-activity,126,2 contributors
212. OmiseGO,OMG,https://github.com/omisego/plasma-mvp/graphs/commit-activity,125,24 contributors
213. Arionum,ARO,https://github.com/arionum/node/graphs/commit-activity,124,4 contributors
214. Super Bitcoin,SBTC,https://github.com/superbitcoin/SuperBitcoin/graphs/commit-activity,122,+100 contributors
215. Social Send,SEND,https://github.com/SocialSend/SocialSend/graphs/commit-activity,120,9 contributors
216. Electroneum,ETN,https://github.com/electroneum/electroneum/graphs/commit-activity,120,+100 contributors
217. Niobio Cash,NBR,https://github.com/niobio-cash/niobio-node-daemon/graphs/commit-activity,117,16 contributors
218. LTO Network,LTO,https://github.com/legalthings/eth-contract-metadata/graphs/commit-activity,116,+100 contributors
219. MNPCoin,MNP,https://github.com/MasterNodesPro/MNPCoin/graphs/commit-activity,115,5 contributors
220. Rublix,RBLX,/graphs/commit-activity,113,4 contributors
221. Peercoin,PPC,https://github.com/peercoin/peercoin/graphs/commit-activity,113,+100 contributors
222. Maker,MKR,https://github.com/makerdao/pyexchange/graphs/commit-activity,112,4 contributors
223. ARbit,ARB2,/graphs/commit-activity,111,3 contributors
224. Coinvest,COIN,/graphs/commit-activity,111,5 contributors
225. BitClave,CAT,/graphs/commit-activity,110,4 contributors
226. Winding Tree,LIF,/graphs/commit-activity,110,9 contributors
227. Humanscape,HUM,https://github.com/humanscape/token-profile/graphs/commit-activity,109,42 contributors
228. Verge,XVG,https://github.com/vergecurrency/VERGE/graphs/commit-activity,108,54 contributors
229. Sharder,SS,/graphs/commit-activity,106,5 contributors
230. Bee Token,BEE,/graphs/commit-activity,105,6 contributors
231. Narrative,NRVE,/graphs/commit-activity,105,3 contributors
232. AirSwap,AST,https://github.com/airswap/auto-remediate/graphs/commit-activity,103,9 contributors
233. Hush,HUSH,https://github.com/MyHush/hush/graphs/commit-activity,103,+100 contributors
234. Masari,MSR,/graphs/commit-activity,103,6 contributors
235. TrezarCoin,TZC,https://github.com/TrezarCoin/TrezarCoin/graphs/commit-activity,102,+100 contributors
236. ParkinGo,GOT,/graphs/commit-activity,100,4 contributors
237. Elliot Coin,ELLI,https://github.com/elliotproject/elli/graphs/commit-activity,96,+100 contributors
238. GravityCoin,GXX,https://github.com/GravityCoinOfficial/GravityCoin/graphs/commit-activity,94,16 contributors
239. MonaCoin,MONA,https://github.com/monacoinproject/monacoin/graphs/commit-activity,94,+100 contributors
240. Haven Protocol,XHV,https://github.com/havenprotocol/haven/graphs/commit-activity,93,3 contributors
241. STK,STK,/graphs/commit-activity,89,5 contributors
242. Bounty0x,BNTY,https://github.com/bounty0x/Bounty0xCrowdsale/graphs/commit-activity,88,1 contributor
243. Ambrosus,AMB,https://github.com/ambrosus/react-components/graphs/commit-activity,87,4 contributors
244. Bitcoin Scrypt,BTCS,https://github.com/bitcoin-scrypt/bitcoin-scrypt/graphs/commit-activity,87,2 contributors
245. BitWhite,BTW,https://github.com/BTWhite/BTWChain/graphs/commit-activity,86,2 contributors
246. BitcoinZ,BTCZ,/graphs/commit-activity,85,8 contributors
247. View,VIEW,/graphs/commit-activity,85,2 contributors
248. SDChain,SDA,/graphs/commit-activity,84,5 contributors
249. OST,OST,https://github.com/OpenSTFoundation/openst-platform/graphs/commit-activity,83,13 contributors
250. Crypto Improvement Fund,CIF,https://github.com/CIF-Github/CIF-Core/graphs/commit-activity,80,+100 contributors
251. Dether,DTH,/graphs/commit-activity,80,6 contributors
252. EverGreenCoin,EGC,https://github.com/EverGreenCoinDev/EverGreenCoin/graphs/commit-activity,80,7 contributors
253. Telcoin,TEL,/graphs/commit-activity,80,2 contributors
254. Exchange Union,XUC,https://github.com/ExchangeUnion/btcd/graphs/commit-activity,79,86 contributors
255. ADAMANT Messenger,ADM,https://github.com/adamant-im/adamant-pool/graphs/commit-activity,79,3 contributors
256. EveryCoin ,EVY,https://github.com/aaron-platform/everycoin/graphs/commit-activity,79,2 contributors
257. WeAreSatoshi,WSX,https://github.com/WeAreSatoshi/WeAreSatoshi2/graphs/commit-activity,79,97 contributors
258. Xchange,XCG,https://github.com/Xcgtech/Wallet/graphs/commit-activity,78,3 contributors
259. XYO,XYO,/graphs/commit-activity,78,5 contributors
260. SingularityNET,AGI,https://github.com/singnet/holistic-edge-detection-service/graphs/commit-activity,77,3 contributors
261. GoByte,GBX,https://github.com/gobytecoin/gobyte/graphs/commit-activity,77,4 contributors
